#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
6633	5655	KOG4253	Tryptophan-rich basic nuclear protein	General function prediction only 	POORLY CHARACTERIZED
7789	6811	KOG4259	Putative nucleic acid-binding protein Hcc-1/proliferation associated cytokine-inducible protein, contains SAP domain	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
8471	7493	KOG4267	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
5993	5015	KOG4269	Rac GTPase-activating protein BCR/ABR	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6659	5681	KOG4283	Transcription-coupled repair protein CSA, contains WD40 domain	Transcription 	INFORMATION STORAGE AND PROCESSING
6889	5911	KOG4283	Transcription-coupled repair protein CSA, contains WD40 domain	Transcription 	INFORMATION STORAGE AND PROCESSING
6659	5681	KOG4283	Transcription-coupled repair protein CSA, contains WD40 domain	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
6889	5911	KOG4283	Transcription-coupled repair protein CSA, contains WD40 domain	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
6959	5981	KOG4288	Predicted oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
6254	5276	KOG4299	PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
4531	3553	KOG4300	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
8148	7170	KOG4302	Microtubule-associated protein essential for anaphase spindle elongation	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
8148	7170	KOG4302	Microtubule-associated protein essential for anaphase spindle elongation	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
2875	1897	KOG4305	RhoGEF GTPase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6218	5240	KOG4305	RhoGEF GTPase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6230	5252	KOG4313	Thiamine pyrophosphokinase	Nucleotide transport and metabolism 	METABOLISM
3759	2781	KOG4317	Predicted Zn-finger protein	Function unknown 	POORLY CHARACTERIZED
7611	6633	KOG4322	Anaphase-promoting complex (APC), subunit 5	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
7611	6633	KOG4322	Anaphase-promoting complex (APC), subunit 5	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
6527	5549	KOG4323	Polycomb-like PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
8687	7709	KOG4324	Guanine nucleotide exchange factor	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
5766	4788	KOG4327	mRNA splicing protein SMN (survival motor neuron)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8439	7461	KOG4328	WD40 protein	Function unknown 	POORLY CHARACTERIZED
5795	4817	KOG4336	TBP-associated transcription factor Prodos	Transcription 	INFORMATION STORAGE AND PROCESSING
5340	4362	KOG4342	Alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
5406	4428	KOG4346	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1990	1012	KOG4347	GTPase-activating protein VRP	General function prediction only 	POORLY CHARACTERIZED
2443	1465	KOG4353	RNA export factor NXT1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1780	802	KOG4356	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
7447	6469	KOG4358	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1539	561	KOG4363	Putative growth response protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
8432	7454	KOG4363	Putative growth response protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
2399	1421	KOG4366	Predicted thioesterase	General function prediction only 	POORLY CHARACTERIZED
4308	3330	KOG4366	Predicted thioesterase	General function prediction only 	POORLY CHARACTERIZED
7461	6483	KOG4366	Predicted thioesterase	General function prediction only 	POORLY CHARACTERIZED
2586	1608	KOG4372	Predicted alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
7269	6291	KOG4372	Predicted alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
4468	3490	KOG4387	Ornithine decarboxylase antizyme	Amino acid transport and metabolism 	METABOLISM
6463	5485	KOG4388	Hormone-sensitive lipase HSL	Lipid transport and metabolism 	METABOLISM
5479	4501	KOG4391	Predicted alpha/beta hydrolase BEM46	General function prediction only 	POORLY CHARACTERIZED
5583	4605	KOG4392	RNA polymerase, subunit L	Transcription 	INFORMATION STORAGE AND PROCESSING
2594	1616	KOG4394	RNase P subunit that is not also a subunit of RNase MRP, involved in pre-tRNA processing	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1676	698	KOG4400	E3 ubiquitin ligase interacting with arginine methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4858	3880	KOG4400	E3 ubiquitin ligase interacting with arginine methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3582	2604	KOG4401	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
2827	1849	KOG4406	CDC42 Rho GTPase-activating protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
2827	1849	KOG4406	CDC42 Rho GTPase-activating protein	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
3377	2399	KOG4409	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
5129	4151	KOG4409	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
7314	6336	KOG4409	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
1538	560	KOG4411	Phytoene/squalene synthetase	Lipid transport and metabolism 	METABOLISM
3091	2113	KOG4412	26S proteasome regulatory complex, subunit PSMD10	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4931	3953	KOG4419	5' nucleotidase	Nucleotide transport and metabolism 	METABOLISM
3876	2898	KOG4431	Uncharacterized protein, induced by hypoxia 	General function prediction only 	POORLY CHARACTERIZED
2485	1507	KOG4436	Predicted GTPase activator NB4S/EVI5 (contains TBC domain)/Calmodulin-binding protein Pollux (contains PTB and TBC domains)	General function prediction only 	POORLY CHARACTERIZED
1414	436	KOG4438	Centromere-associated protein NUF2	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
7169	6191	KOG4438	Centromere-associated protein NUF2	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
6509	5531	KOG4442	Clathrin coat binding protein/Huntingtin interacting protein HIP1, involved in regulation of endocytosis	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
2853	1875	KOG4444	Peroxisomal assembly protein PEX3	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
8476	7498	KOG4444	Peroxisomal assembly protein PEX3	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
2853	1875	KOG4444	Peroxisomal assembly protein PEX3	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8476	7498	KOG4444	Peroxisomal assembly protein PEX3	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8311	7333	KOG4453	Predicted ER membrane protein	Function unknown 	POORLY CHARACTERIZED
1864	886	KOG4455	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
5578	4600	KOG4462	WASP-interacting protein VRP1/WIP, contains WH2 domain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
4305	3327	KOG4463	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
3174	2196	KOG4466	Component of histone deacetylase complex (breast carcinoma metastasis suppressor 1 protein in human)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
8608	7630	KOG4466	Component of histone deacetylase complex (breast carcinoma metastasis suppressor 1 protein in human)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
3174	2196	KOG4466	Component of histone deacetylase complex (breast carcinoma metastasis suppressor 1 protein in human)	Transcription 	INFORMATION STORAGE AND PROCESSING
8608	7630	KOG4466	Component of histone deacetylase complex (breast carcinoma metastasis suppressor 1 protein in human)	Transcription 	INFORMATION STORAGE AND PROCESSING
8776	7798	KOG4469	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1227	249	KOG4472	Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)	Carbohydrate transport and metabolism 	METABOLISM
1992	1014	KOG4472	Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)	Carbohydrate transport and metabolism 	METABOLISM
5636	4658	KOG4472	Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)	Carbohydrate transport and metabolism 	METABOLISM
5735	4757	KOG4472	Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)	Carbohydrate transport and metabolism 	METABOLISM
8617	7639	KOG4472	Glycolipid 2-alpha-mannosyltransferase (alpha-1,2-mannosyltransferase)	Carbohydrate transport and metabolism 	METABOLISM
5265	4287	KOG4473	Uncharacterized membrane protein	Function unknown 	POORLY CHARACTERIZED
2786	1808	KOG4476	Gluconate transport-inducing protein	Carbohydrate transport and metabolism 	METABOLISM
3428	2450	KOG4476	Gluconate transport-inducing protein	Carbohydrate transport and metabolism 	METABOLISM
5025	4047	KOG4476	Gluconate transport-inducing protein	Carbohydrate transport and metabolism 	METABOLISM
2786	1808	KOG4476	Gluconate transport-inducing protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
3428	2450	KOG4476	Gluconate transport-inducing protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
5025	4047	KOG4476	Gluconate transport-inducing protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
8632	7654	KOG4479	Transcription factor e(y)2	Transcription 	INFORMATION STORAGE AND PROCESSING
5536	4558	KOG4480	Heme oxygenase	Inorganic ion transport and metabolism 	METABOLISM
2249	1271	KOG4484	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
5879	4901	KOG4487	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
8480	7502	KOG4491	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
5135	4157	KOG4492	Chorismate synthase	Amino acid transport and metabolism 	METABOLISM
7737	6759	KOG4499	Ca2+-binding protein Regucalcin/SMP30	Inorganic ion transport and metabolism 	METABOLISM
7737	6759	KOG4499	Ca2+-binding protein Regucalcin/SMP30	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
2893	1915	KOG4503	Uncharacterized conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
6995	6017	KOG4503	Uncharacterized conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
3473	2495	KOG4504	Cation-independent mannose-6-phosphate receptor CI-MPR	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
3473	2495	KOG4504	Cation-independent mannose-6-phosphate receptor CI-MPR	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3067	2089	KOG4505	Na+/H+ antiporter	Inorganic ion transport and metabolism 	METABOLISM
5748	4770	KOG4505	Na+/H+ antiporter	Inorganic ion transport and metabolism 	METABOLISM
7539	6561	KOG4510	Permease of the drug/metabolite transporter (DMT) superfamily	General function prediction only 	POORLY CHARACTERIZED
5939	4961	KOG4519	Phosphomevalonate kinase	Lipid transport and metabolism 	METABOLISM
7894	6916	KOG4522	RNA polymerase II transcription mediator	Transcription 	INFORMATION STORAGE AND PROCESSING
2857	1879	KOG4524	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
8818	7840	KOG4525	Jacalin-like lectin domain-containing protein	General function prediction only 	POORLY CHARACTERIZED
8126	7148	KOG4526	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
7543	6565	KOG4527	Cytochrome c oxidase, subunit VIIc/COX8	Energy production and conversion 	METABOLISM
8772	7794	KOG4532	WD40-like repeat containing protein	General function prediction only 	POORLY CHARACTERIZED
1180	202	KOG4533	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
8173	7195	KOG4534	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
4880	3902	KOG4539	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
7660	6682	KOG4540	Putative lipase essential for disintegration of autophagic bodies inside the vacuole	Lipid transport and metabolism 	METABOLISM
7660	6682	KOG4540	Putative lipase essential for disintegration of autophagic bodies inside the vacuole	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6416	5438	KOG4546	Peroxisomal biogenesis protein (peroxin 16)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6397	5419	KOG4547	WD40 repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
6838	5860	KOG4548	Mitochondrial ribosomal protein L17	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
2314	1336	KOG4549	Magnesium-dependent phosphatase	General function prediction only 	POORLY CHARACTERIZED
7067	6089	KOG4551	GPI-GlcNAc transferase complex, PIG-H component, involved in glycosylphosphatidylinositol anchor biosynthesis	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
7067	6089	KOG4551	GPI-GlcNAc transferase complex, PIG-H component, involved in glycosylphosphatidylinositol anchor biosynthesis	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2121	1143	KOG4554	Protein involved in inorganic phosphate transport	Inorganic ion transport and metabolism 	METABOLISM
2954	1976	KOG4555	TPR repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
2115	1137	KOG4558	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1999	1021	KOG4561	Uncharacterized conserved protein, contains TBC domain	General function prediction only 	POORLY CHARACTERIZED
1999	1021	KOG4561	Uncharacterized conserved protein, contains TBC domain	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4380	3402	KOG4562	Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans)	Function unknown 	POORLY CHARACTERIZED
5436	4458	KOG4563	Cell cycle-regulated histone H1-binding protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
5436	4458	KOG4563	Cell cycle-regulated histone H1-binding protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
2932	1954	KOG4568	Cytoskeleton-associated protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
2932	1954	KOG4568	Cytoskeleton-associated protein and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1394	416	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
1832	854	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
2365	1387	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
2479	1501	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
2881	1903	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
4718	3740	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
5035	4057	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
5167	4189	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
5210	4232	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
5661	4683	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
5769	4791	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
6036	5058	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
6192	5214	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
7296	6318	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
7901	6923	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
8894	7916	KOG4569	Predicted lipase	Lipid transport and metabolism 	METABOLISM
7493	6515	KOG4573	Phosphoprotein involved in cytoplasm to vacuole targeting and autophagy	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1802	824	KOG4574	RNA-binding protein (contains RRM and Pumilio-like repeats)	General function prediction only 	POORLY CHARACTERIZED
4815	3837	KOG4575	TGc (transglutaminase/protease-like) domain-containing protein involved in cytokinesis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
