YALI1,YALI2
YALI1_E08176g,YALI2_E00150g
YALI1_E08198g,YALI2_E01622g
YALI1_E08211g,YALI2_E00151g
YALI1_E08228g,YALI2_E00152g
YALI1_E08253g,YALI2_E01621g
YALI1_E08271g,YALI2_E00153g
YALI1_E08334g,YALI2_E01620g
YALI1_E08351g,YALI2_E00154g
YALI1_E08382g,YALI2_E00155g
YALI1_E08440g,YALI2_E01619g
YALI1_E08452g,YALI2_E00156g
YALI1_E08472g,YALI2_E00157g
YALI1_E08530g,YALI2_E01618g
YALI1_E08545g,YALI2_E00158g
YALI1_E08575g,YALI2_E01617g
YALI1_E08620g,YALI2_E00159g
YALI1_E08689g,YALI2_E01616g
YALI1_E08709g,YALI2_E01615g
YALI1_E08725g,YALI2_E00160g
YALI1_E08782g,YALI2_E01614g
YALI1_E08828g,YALI2_E01613g
YALI1_E08861g,YALI2_E00161g
YALI1_E08900g,YALI2_E01612g
YALI1_E08915g,YALI2_E00162g
YALI1_E08937g,YALI2_E01611g
YALI1_E08997g,YALI2_E00163g
YALI1_E09082g,YALI2_E00164g
YALI1_E09128g,YALI2_E01610g
YALI1_E09241g,YALI2_E01609g
YALI1_E09329g,YALI2_E01608g
YALI1_E09357g,YALI2_E00165g
YALI1_E09395g,YALI2_E01607g
YALI1_E09438g,YALI2_E01606g
YALI1_E09501g,YALI2_E01605g
YALI1_E09539g,YALI2_E01604g
YALI1_E09568g,YALI2_E00166g
YALI1_E09615g,YALI2_E00167g
YALI1_E09652g,YALI2_E01603g
YALI1_E09672g,YALI2_E00168g
YALI1_E09705g,YALI2_E01601g
YALI1_E09750g,YALI2_E01600g
YALI1_E09769g,YALI2_E01599g
YALI1_E09779g,YALI2_E00169g
YALI1_E09817g,YALI2_E01598g
YALI1_E09884g,YALI2_E01597g
YALI1_E09924g,YALI2_E01596g
YALI1_E09972g,YALI2_E00170g
YALI1_E10013g,YALI2_E00171g
YALI1_E10055g,YALI2_E01595g
YALI1_E10067g,YALI2_E00172g
YALI1_E10134g,YALI2_E01594g
YALI1_E10161g,YALI2_E00175g
YALI1_E10210g,YALI2_E00176g
YALI1_E10233g,YALI2_E01593g
YALI1_E10290g,YALI2_E01592g
YALI1_E10295g,YALI2_E00177g
YALI1_E10320g,YALI2_E01591g
YALI1_E10358g,YALI2_E01590g
YALI1_E10364g,YALI2_E00178g
YALI1_E10417g,YALI2_E01589g
YALI1_E10443g,YALI2_E01588g
YALI1_E10455g,YALI2_E00179g
YALI1_E10492g,YALI2_E01587g
YALI1_E10500g,YALI2_E00180g
YALI1_E10587g,YALI2_E01586g
YALI1_E10712g,YALI2_E01585g
YALI1_E10755g,YALI2_E01584g
YALI1_E10811g,YALI2_E01583g
YALI1_E10836g,YALI2_E00181g
YALI1_E10852g,YALI2_E00182g
YALI1_E10899g,YALI2_E00183g
YALI1_E10934g,YALI2_E00184g
YALI1_E10951g,YALI2_E00185g
YALI1_E11048g,YALI2_E01582g
YALI1_E11083g,YALI2_E00187g
YALI1_E11136g,YALI2_E01581g
YALI1_E11154g,YALI2_E00188g
YALI1_E11181g,YALI2_E00189g
YALI1_E11215g,YALI2_E01580g
YALI1_E11255g,YALI2_E00190g
YALI1_E11289g,YALI2_E01579g
YALI1_E11309g,YALI2_E01578g
YALI1_E11323g,YALI2_E01577g
YALI1_E11341g,YALI2_E00191g
YALI1_E11351g,YALI2_E01576g
YALI1_E11370g,YALI2_E00192g
YALI1_E11402g,YALI2_E01575g
YALI1_E11415g,YALI2_E00193g
YALI1_E11441g,YALI2_E01574g
YALI1_E11510g,YALI2_E01573g
YALI1_E11587g,YALI2_E00194g
YALI1_E11619g,YALI2_E00195g
YALI1_E11630g,YALI2_E00196g
YALI1_E11674g,YALI2_E01572g
YALI1_E11768g,YALI2_E01571g
YALI1_E11835g,YALI2_E00197g
YALI1_E11875g,YALI2_E00198g
YALI1_E11943g,YALI2_E01570g
YALI1_E12067g,YALI2_E00199g
YALI1_E12103g,YALI2_E01568g
YALI1_E12206g,YALI2_E01567g
YALI1_E12223g,YALI2_E01566g
YALI1_E12244g,YALI2_E00200g
YALI1_E12402g,YALI2_E00201g
YALI1_E12454g,YALI2_E01563g
YALI1_E12482g,YALI2_E01562g
YALI1_E12496g,YALI2_E00202g
YALI1_E12541g,YALI2_E01561g
YALI1_E12561g,YALI2_E01560g
YALI1_E12587g,YALI2_E01559g
YALI1_E12614g,YALI2_E00203g
YALI1_E12643g,YALI2_E01558g
YALI1_E12668g,YALI2_E00204g
YALI1_E12703g,YALI2_E01557g
YALI1_E12711g,YALI2_E00205g
YALI1_E12730g,YALI2_E01556g
YALI1_E12747g,YALI2_E00206g
YALI1_E12793g,YALI2_E00207g
YALI1_E12847g,YALI2_E00208g
YALI1_E12893g,YALI2_E00209g
YALI1_E12919g,YALI2_E01555g
YALI1_E12952g,YALI2_E01554g
YALI1_E12962g,YALI2_E00210g
YALI1_E12987g,YALI2_E01553g
YALI1_E13011g,YALI2_E01552g
YALI1_E13034g,YALI2_E00211g
YALI1_E13082g,YALI2_E00213g
YALI1_E13132g,YALI2_E00214g
YALI1_E13223g,YALI2_E00215g
YALI1_E13280g,YALI2_E01551g
YALI1_E13287g,YALI2_E00216g
YALI1_E13329g,YALI2_E01550g
YALI1_E13428g,YALI2_E01548g
YALI1_E13472g,YALI2_E00217g
YALI1_E13495g,YALI2_E01547g
YALI1_E13514g,YALI2_E00218g
YALI1_E13541g,YALI2_E00219g
YALI1_E13579g,YALI2_E01546g
YALI1_E13611g,YALI2_E01545g
YALI1_E13637g,YALI2_E00220g
YALI1_E13677g,YALI2_E01544g
YALI1_E13683g,YALI2_E00221g
YALI1_E13708g,YALI2_E01543g
YALI1_E13727g,YALI2_E00222g
YALI1_E13755g,YALI2_E01542g
YALI1_E13765g,YALI2_E00223g
YALI1_E13787g,YALI2_E01541g
YALI1_E13808g,YALI2_E01540g
YALI1_E13818g,YALI2_E01539g
YALI1_E13823g,YALI2_E00224g
YALI1_E13848g,YALI2_E01538g
YALI1_E13899g,YALI2_E01537g
YALI1_E13926g,YALI2_E00225g
YALI1_E13963g,YALI2_E01536g
YALI1_E14003g,YALI2_E01535g
YALI1_E14013g,YALI2_E00226g
YALI1_E14028g,YALI2_E00227g
YALI1_E14068g,YALI2_E00228g
YALI1_E14118g,YALI2_E01534g
YALI1_E14125g,YALI2_E01533g
YALI1_E14132g,YALI2_E00229g
YALI1_E14153g,YALI2_E01532g
YALI1_E14164g,YALI2_E00230g
YALI1_E14201g,YALI2_E00231g
YALI1_E14234g,YALI2_E00232g
YALI1_E14274g,YALI2_E01531g
YALI1_E14316g,YALI2_E01530g
YALI1_E14350g,YALI2_E01529g
YALI1_E14385g,YALI2_E00233g
YALI1_E14427g,YALI2_E01528g
YALI1_E14451g,YALI2_E00234g
YALI1_E14469g,YALI2_E01527g
YALI1_E14489g,YALI2_E01526g
YALI1_E14497g,YALI2_E01525g
YALI1_E14505g,YALI2_E00235g
YALI1_E14535g,YALI2_E01524g
YALI1_E14555g,YALI2_E01523g
YALI1_E14561g,YALI2_E00236g
YALI1_E14584g,YALI2_E00237g
YALI1_E14604g,YALI2_E01522g
YALI1_E14619g,YALI2_E00238g
YALI1_E14644g,YALI2_E00239g
YALI1_E14698g,YALI2_E00240g
YALI1_E14709g,YALI2_E00241g
YALI1_E14733g,YALI2_E01521g
YALI1_E14749g,YALI2_E01520g
YALI1_E14762g,YALI2_E00242g
YALI1_E14805g,YALI2_E01519g
YALI1_E14824g,YALI2_E00243g
YALI1_E14856g,YALI2_E01518g
YALI1_E14889g,YALI2_E00244g
YALI1_E14910g,YALI2_E01517g
YALI1_E14925g,YALI2_E00245g
YALI1_E14967g,YALI2_E01516g
YALI1_E14988g,YALI2_E01515g
YALI1_E15015g,YALI2_E00246g
YALI1_E15074g,YALI2_E01514g
YALI1_E15093g,YALI2_E00247g
YALI1_E15115g,YALI2_E00248g
YALI1_E15144g,YALI2_E00249g
YALI1_E15211g,YALI2_E01513g
YALI1_E15229g,YALI2_E01512g
YALI1_E15256g,YALI2_E00250g
YALI1_E15274g,YALI2_E00251g
YALI1_E15318g,YALI2_E01511g
YALI1_E15321g,YALI2_E00252g
YALI1_E15398g,YALI2_E01510g
YALI1_E15432g,YALI2_E00254g
YALI1_E15452g,YALI2_E01509g
YALI1_E15469g,YALI2_E00255g
YALI1_E15492g,YALI2_E01508g
YALI1_E15502g,YALI2_E01507g
YALI1_E15521g,YALI2_E01506g
YALI1_E15555g,YALI2_E01505g
YALI1_E15559g,YALI2_E00256g
YALI1_E15583g,YALI2_E00257g
YALI1_E15606g,YALI2_E01504g
YALI1_E15625g,YALI2_E01503g
YALI1_E15629g,YALI2_E00258g
YALI1_E15659g,YALI2_E00259g
YALI1_E15718g,YALI2_E00260g
YALI1_E15758g,YALI2_E00261g
YALI1_E15774g,YALI2_E00262g
YALI1_E15804g,YALI2_E01502g
YALI1_E15835g,YALI2_E01501g
YALI1_E15843g,YALI2_E00263g
YALI1_E15865g,YALI2_E00264g
YALI1_E15889g,YALI2_E00265g
YALI1_E15939g,YALI2_E01500g
YALI1_E15991g,YALI2_E01499g
YALI1_E16002g,YALI2_E00266g
YALI1_E16023g,YALI2_E01498g
YALI1_E16026g,YALI2_E00267g
YALI1_E16068g,YALI2_E01497g
YALI1_E16076g,YALI2_E00268g
YALI1_E16097g,YALI2_E01496g
YALI1_E16121g,YALI2_E00269g
YALI1_E16164g,YALI2_E01495g
YALI1_E16174g,YALI2_E00270g
YALI1_E16202g,YALI2_E00271g
YALI1_E16255g,YALI2_E00272g
YALI1_E16300g,YALI2_E01494g
YALI1_E16305g,YALI2_E00273g
YALI1_E16325g,YALI2_E01493g
YALI1_E16359g,YALI2_E00274g
YALI1_E16390g,YALI2_E00275g
YALI1_E16433g,YALI2_E01492g
YALI1_E16451g,YALI2_E00276g
YALI1_E16493g,YALI2_E01491g
YALI1_E16501g,YALI2_E00277g
YALI1_E16531g,YALI2_E01490g
YALI1_E16556g,YALI2_E00278g
YALI1_E16608g,YALI2_E01489g
YALI1_E16649g,YALI2_E00279g
YALI1_E16675g,YALI2_E00280g
YALI1_E16694g,YALI2_E01488g
YALI1_E16701g,YALI2_E00281g
YALI1_E16731g,YALI2_E01487g
YALI1_E16750g,YALI2_E00282g
YALI1_E16773g,YALI2_E01486g
YALI1_E16820g,YALI2_E01485g
YALI1_E16854g,YALI2_E00283g
YALI1_E16900g,YALI2_E01484g
YALI1_E16919g,YALI2_E00284g
YALI1_E16950g,YALI2_E01483g
YALI1_E16982g,YALI2_E00285g
YALI1_E17014g,YALI2_E01482g
YALI1_E17037g,YALI2_E01481g
YALI1_E17065g,YALI2_E01480g
YALI1_E17069g,YALI2_E00286g
YALI1_E17100g,YALI2_E00287g
YALI1_E17141g,YALI2_E01479g
YALI1_E17162g,YALI2_E01478g
YALI1_E17171g,YALI2_E01477g
YALI1_E17184g,YALI2_E00288g
YALI1_E17201g,YALI2_E01476g
YALI1_E17214g,YALI2_E01475g
YALI1_E17243g,YALI2_E01474g
YALI1_E17258g,YALI2_E00289g
YALI1_E17326g,YALI2_E01473g
YALI1_E17355g,YALI2_E01472g
YALI1_E17377g,YALI2_E01471g
YALI1_E17389g,YALI2_E01470g
YALI1_E17431g,YALI2_E01469g
YALI1_E17466g,YALI2_E01468g
YALI1_E17484g,YALI2_E00290g
YALI1_E17508g,YALI2_E00291g
YALI1_E17527g,YALI2_E00292g
YALI1_E17574g,YALI2_E01467g
YALI1_E17583g,YALI2_E00293g
YALI1_E17594g,YALI2_E01466g
YALI1_E17613g,YALI2_E01465g
YALI1_E17616g,YALI2_E00294g
YALI1_E17643g,YALI2_E00295g
YALI1_E17699g,YALI2_E01464g
YALI1_E17754g,YALI2_E01463g
YALI1_E17760g,YALI2_E00296g
YALI1_E17786g,YALI2_E00297g
YALI1_E17811g,YALI2_E01462g
YALI1_E17829g,YALI2_E00298g
YALI1_E17920g,YALI2_E01461g
YALI1_E17935g,YALI2_E00299g
YALI1_E17988g,YALI2_E00300g
YALI1_E18025g,YALI2_E00301g
YALI1_E18081g,YALI2_E00302g
YALI1_E18095g,YALI2_E01460g
YALI1_E18121g,YALI2_E01459g
YALI1_E18143g,YALI2_E01458g
YALI1_E18184g,YALI2_E00304g
YALI1_E18212g,YALI2_E00305g
YALI1_E18242g,YALI2_E00306g
YALI1_E18258g,YALI2_E01457g
YALI1_E18269g,YALI2_E01456g
YALI1_E18281g,YALI2_E01455g
YALI1_E18303g,YALI2_E00307g
YALI1_E18326g,YALI2_E00308g
YALI1_E18378g,YALI2_E01454g
YALI1_E18441g,YALI2_E01453g
YALI1_E18480g,YALI2_E01452g
YALI1_E18514g,YALI2_E01451g
YALI1_E18539g,YALI2_E00309g
YALI1_E18622g,YALI2_E01450g
YALI1_E18720g,YALI2_E00310g
YALI1_E18749g,YALI2_E00311g
YALI1_E18802g,YALI2_E01449g
YALI1_E18843g,YALI2_E01448g
YALI1_E18854g,YALI2_E00312g
YALI1_E18895g,YALI2_E01447g
YALI1_E18903g,YALI2_E01446g
YALI1_E18927g,YALI2_E00313g
YALI1_E18961g,YALI2_E01445g
YALI1_E18990g,YALI2_E00314g
YALI1_E19014g,YALI2_E01444g
YALI1_E19036g,YALI2_E00315g
YALI1_E19060g,YALI2_E01443g
YALI1_E19082g,YALI2_E00316g
YALI1_E19098g,YALI2_E01442g
YALI1_E19105g,YALI2_E00317g
YALI1_E19138g,YALI2_E01441g
YALI1_E19172g,YALI2_E01440g
YALI1_E19201g,YALI2_E00318g
YALI1_E19263g,YALI2_E00319g
YALI1_E19327g,YALI2_E01438g
YALI1_E19337g,YALI2_E00320g
YALI1_E19371g,YALI2_E00321g
YALI1_E19403g,YALI2_E01436g
YALI1_E19458g,YALI2_E01435g
YALI1_E19483g,YALI2_E01434g
YALI1_E19494g,YALI2_E00322g
YALI1_E19508g,YALI2_E00323g
YALI1_E19557g,YALI2_E01433g
YALI1_E19603g,YALI2_E01432g
YALI1_E19620g,YALI2_E00324g
YALI1_E19647g,YALI2_E00325g
YALI1_E19669g,YALI2_E01431g
YALI1_E19682g,YALI2_E00326g
YALI1_E19696g,YALI2_E00327g
YALI1_E19714g,YALI2_E01430g
YALI1_E19736g,YALI2_E01429g
YALI1_E19757g,YALI2_E00328g
YALI1_E19795g,YALI2_E00329g
YALI1_E19826g,YALI2_E01428g
YALI1_E19852g,YALI2_E00330g
YALI1_E19871g,YALI2_E00331g
YALI1_E19883g,YALI2_E00332g
YALI1_E19902g,YALI2_E01427g
YALI1_E19916g,YALI2_E00333g
YALI1_E19958g,YALI2_E00334g
YALI1_E20016g,YALI2_E01426g
YALI1_E20049g,YALI2_E01425g
YALI1_E20070g,YALI2_E00335g
YALI1_E20099g,YALI2_E00336g
YALI1_E20125g,YALI2_E00337g
YALI1_E20159g,YALI2_E00338g
YALI1_E20192g,YALI2_E01424g
YALI1_E20215g,YALI2_E00339g
YALI1_E20229g,YALI2_E00340g
YALI1_E20269g,YALI2_E01423g
YALI1_E20279g,YALI2_E00341g
YALI1_E20312g,YALI2_E01422g
YALI1_E20361g,YALI2_E00342g
YALI1_E20423g,YALI2_E00343g
YALI1_E20453g,YALI2_E01421g
YALI1_E20463g,YALI2_E01420g
YALI1_E20467g,YALI2_E00344g
YALI1_E20510g,YALI2_E01419g
YALI1_E20544g,YALI2_E00345g
YALI1_E20569g,YALI2_E01418g
YALI1_E20596g,YALI2_E01417g
YALI1_E20626g,YALI2_E01416g
YALI1_E20635g,YALI2_E00346g
YALI1_E20666g,YALI2_E01415g
YALI1_E20677g,YALI2_E00347g
YALI1_E20709g,YALI2_E00348g
YALI1_E20729g,YALI2_E00349g
YALI1_E20751g,YALI2_E01414g
YALI1_E20766g,YALI2_E00350g
YALI1_E20794g,YALI2_E00351g
YALI1_E20845g,YALI2_E00352g
YALI1_E20885g,YALI2_E00353g
YALI1_E20923g,YALI2_E01413g
YALI1_E20963g,YALI2_E00354g
YALI1_E20995g,YALI2_E00355g
YALI1_E21026g,YALI2_E01412g
YALI1_E21053g,YALI2_E00356g
YALI1_E21097g,YALI2_E01411g
YALI1_E21128g,YALI2_E01410g
YALI1_E21147g,YALI2_E00357g
YALI1_E21183g,YALI2_E01409g
YALI1_E21200g,YALI2_E01408g
YALI1_E21203g,YALI2_E00358g
YALI1_E21222g,YALI2_E01407g
YALI1_E21230g,YALI2_E00359g
YALI1_E21282g,YALI2_E00360g
YALI1_E21312g,YALI2_E00361g
YALI1_E21345g,YALI2_E01406g
YALI1_E21364g,YALI2_E01405g
YALI1_E21406g,YALI2_E01403g
YALI1_E21430g,YALI2_E00362g
YALI1_E21443g,YALI2_E00363g
YALI1_E21478g,YALI2_E01402g
YALI1_E21513g,YALI2_E01401g
YALI1_E21552g,YALI2_E01400g
YALI1_E21615g,YALI2_E01399g
YALI1_E21683g,YALI2_E00364g
YALI1_E21832g,YALI2_E00365g
YALI1_E21915g,YALI2_E01398g
YALI1_E21962g,YALI2_E01397g
YALI1_E21983g,YALI2_E01396g
YALI1_E22004g,YALI2_E00366g
YALI1_E22029g,YALI2_E01395g
YALI1_E22041g,YALI2_E01394g
YALI1_E22070g,YALI2_E01393g
YALI1_E22111g,YALI2_E01392g
YALI1_E22117g,YALI2_E00367g
YALI1_E22126g,YALI2_E00368g
YALI1_E22159g,YALI2_E01391g
YALI1_E22207g,YALI2_E01390g
YALI1_E22218g,YALI2_E00369g
YALI1_E22238g,YALI2_E01389g
YALI1_E22262g,YALI2_E01388g
YALI1_E22265g,YALI2_E00370g
YALI1_E22303g,YALI2_E00371g
YALI1_E22329g,YALI2_E00372g
YALI1_E22364g,YALI2_E01387g
YALI1_E22383g,YALI2_E00373g
YALI1_E22414g,YALI2_E00374g
YALI1_E22439g,YALI2_E00375g
YALI1_E22543g,YALI2_E00377g
YALI1_E22576g,YALI2_E01386g
YALI1_E22592g,YALI2_E01385g
YALI1_E22613g,YALI2_E01384g
YALI1_E22633g,YALI2_E00378g
YALI1_E22697g,YALI2_E01383g
YALI1_E22718g,YALI2_E01382g
YALI1_E22736g,YALI2_E01381g
YALI1_E22758g,YALI2_E00379g
YALI1_E22787g,YALI2_E00380g
YALI1_E22840g,YALI2_E00381g
YALI1_E22859g,YALI2_E01380g
YALI1_E22865g,YALI2_E00382g
YALI1_E22884g,YALI2_E00383g
YALI1_E22902g,YALI2_E01379g
YALI1_E22921g,YALI2_E00384g
YALI1_E22961g,YALI2_E00385g
YALI1_E22988g,YALI2_E01378g
YALI1_E23014g,YALI2_E01377g
YALI1_E23038g,YALI2_E00386g
YALI1_E23068g,YALI2_E00387g
YALI1_E23136g,YALI2_E01376g
YALI1_E23184g,YALI2_E00388g
YALI1_E23223g,YALI2_E01375g
YALI1_E23229g,YALI2_E00389g
YALI1_E23256g,YALI2_E01374g
YALI1_E23292g,YALI2_E00390g
YALI1_E23302g,YALI2_E00391g
YALI1_E23313g,YALI2_E01373g
YALI1_E23325g,YALI2_E00392g
YALI1_E23348g,YALI2_E00393g
YALI1_E23389g,YALI2_E00394g
YALI1_E23472g,YALI2_E00395g
YALI1_E23525g,YALI2_E00396g
YALI1_E23555g,YALI2_E01372g
YALI1_E23578g,YALI2_E00397g
YALI1_E23610g,YALI2_E01371g
YALI1_E23635g,YALI2_E00398g
YALI1_E23691g,YALI2_E00399g
YALI1_E23736g,YALI2_E00400g
YALI1_E23749g,YALI2_E00401g
YALI1_E23790g,YALI2_E00402g
YALI1_E23809g,YALI2_E00403g
YALI1_E23824g,YALI2_E00404g
YALI1_E23854g,YALI2_E00405g
YALI1_E23880g,YALI2_E01369g
YALI1_E23899g,YALI2_E01368g
YALI1_E23912g,YALI2_E01367g
YALI1_E23945g,YALI2_E01366g
YALI1_E23961g,YALI2_E01365g
YALI1_E23967g,YALI2_E00406g
YALI1_E23988g,YALI2_E01364g
YALI1_E23994g,YALI2_E00407g
YALI1_E24028g,YALI2_E00408g
YALI1_E24052g,YALI2_E00409g
YALI1_E24078g,YALI2_E00410g
YALI1_E24113g,YALI2_E01363g
YALI1_E24128g,YALI2_E01362g
YALI1_E24149g,YALI2_E01361g
YALI1_E24174g,YALI2_E00411g
YALI1_E24201g,YALI2_E00412g
YALI1_E24245g,YALI2_E00413g
YALI1_E24287g,YALI2_E00414g
YALI1_E24318g,YALI2_E00415g
YALI1_E24343g,YALI2_E01360g
YALI1_E24360g,YALI2_E01359g
YALI1_E24391g,YALI2_E00416g
YALI1_E24428g,YALI2_E01358g
YALI1_E24442g,YALI2_E00417g
YALI1_E24461g,YALI2_E01357g
YALI1_E24479g,YALI2_E01356g
YALI1_E24487g,YALI2_E00418g
YALI1_E24513g,YALI2_E01355g
YALI1_E24532g,YALI2_E01354g
YALI1_E24567g,YALI2_E01353g
YALI1_E24618g,YALI2_E01352g
YALI1_E24633g,YALI2_E00419g
YALI1_E24719g,YALI2_E00420g
YALI1_E24735g,YALI2_E00421g
YALI1_E24762g,YALI2_E00422g
YALI1_E24793g,YALI2_E01350g
YALI1_E24797g,YALI2_E00423g
YALI1_E24824g,YALI2_E01349g
YALI1_E24886g,YALI2_E01348g
YALI1_E24894g,YALI2_E00424g
YALI1_E24922g,YALI2_E01347g
YALI1_E24956g,YALI2_E01346g
YALI1_E25018g,YALI2_E01345g
YALI1_E25063g,YALI2_E00425g
YALI1_E25132g,YALI2_E00427g
YALI1_E25163g,YALI2_E01344g
YALI1_E25189g,YALI2_E00428g
YALI1_E25211g,YALI2_E00429g
YALI1_E25267g,YALI2_E01343g
YALI1_E25290g,YALI2_E01342g
YALI1_E25317g,YALI2_E00430g
YALI1_E25364g,YALI2_E00431g
YALI1_E25400g,YALI2_E00432g
YALI1_E25424g,YALI2_E01341g
YALI1_E25443g,YALI2_E01340g
YALI1_E25453g,YALI2_E00433g
YALI1_E25485g,YALI2_E01339g
YALI1_E25490g,YALI2_E00434g
YALI1_E25518g,YALI2_E01338g
YALI1_E25537g,YALI2_E01337g
YALI1_E25541g,YALI2_E00435g
YALI1_E25549g,YALI2_E00436g
YALI1_E25585g,YALI2_E01336g
YALI1_E25617g,YALI2_E01335g
YALI1_E25640g,YALI2_E00437g
YALI1_E25671g,YALI2_E01334g
YALI1_E25675g,YALI2_E00438g
YALI1_E25692g,YALI2_E01333g
YALI1_E25713g,YALI2_E01332g
YALI1_E25729g,YALI2_E00439g
YALI1_E25761g,YALI2_E00440g
YALI1_E25812g,YALI2_E01331g
YALI1_E25826g,YALI2_E00441g
YALI1_E25859g,YALI2_E01330g
YALI1_E25866g,YALI2_E00442g
YALI1_E25889g,YALI2_E01329g
YALI1_E25905g,YALI2_E00443g
YALI1_E25932g,YALI2_E00444g
YALI1_E25955g,YALI2_E01328g
YALI1_E25964g,YALI2_E00445g
YALI1_E25995g,YALI2_E01327g
YALI1_E25999g,YALI2_E00446g
YALI1_E26021g,YALI2_E00447g
YALI1_E26076g,YALI2_E01326g
YALI1_E26094g,YALI2_E00448g
YALI1_E26118g,YALI2_E00449g
YALI1_E26181g,YALI2_E01325g
YALI1_E26205g,YALI2_E00450g
YALI1_E26223g,YALI2_E01324g
YALI1_E26229g,YALI2_E00451g
YALI1_E26257g,YALI2_E01323g
YALI1_E26320g,YALI2_E01322g
YALI1_E26336g,YALI2_E00452g
YALI1_E26377g,YALI2_E00453g
YALI1_E26433g,YALI2_E00454g
YALI1_E26472g,YALI2_E01321g
YALI1_E26492g,YALI2_E01320g
YALI1_E26513g,YALI2_E01319g
YALI1_E26525g,YALI2_E01318g
YALI1_E26551g,YALI2_E01317g
YALI1_E26592g,YALI2_E01316g
YALI1_E26677g,YALI2_E01315g
YALI1_E26742g,YALI2_E00455g
YALI1_E26788g,YALI2_E01314g
YALI1_E26811g,YALI2_E00456g
YALI1_E26860g,YALI2_E01313g
YALI1_E26872g,YALI2_E00457g
YALI1_E26892g,YALI2_E01312g
YALI1_E26900g,YALI2_E00458g
YALI1_E26916g,YALI2_E00459g
YALI1_E26930g,YALI2_E00460g
YALI1_E26971g,YALI2_E01311g
YALI1_E26987g,YALI2_E00461g
YALI1_E27041g,YALI2_E01310g
YALI1_E27059g,YALI2_E00462g
YALI1_E27076g,YALI2_E01309g
YALI1_E27077g,YALI2_E00463g
YALI1_E27104g,YALI2_E01308g
YALI1_E27113g,YALI2_E00464g
YALI1_E27144g,YALI2_E01307g
YALI1_E27161g,YALI2_E01306g
YALI1_E27182g,YALI2_E01305g
YALI1_E27196g,YALI2_E01304g
YALI1_E27207g,YALI2_E00465g
YALI1_E27229g,YALI2_E00466g
YALI1_E27243g,YALI2_E01302g
YALI1_E27249g,YALI2_E00467g
YALI1_E27273g,YALI2_E01301g
YALI1_E27279g,YALI2_E01300g
YALI1_E27313g,YALI2_E01299g
YALI1_E27339g,YALI2_E00468g
YALI1_E27367g,YALI2_E01298g
YALI1_E27383g,YALI2_E00469g
YALI1_E27406g,YALI2_E00470g
YALI1_E27441g,YALI2_E00471g
YALI1_E27504g,YALI2_E01297g
YALI1_E27532g,YALI2_E01296g
YALI1_E27548g,YALI2_E01295g
YALI1_E27556g,YALI2_E00472g
YALI1_E27600g,YALI2_E01294g
YALI1_E27625g,YALI2_E00473g
YALI1_E27649g,YALI2_E00474g
YALI1_E27697g,YALI2_E01293g
YALI1_E27731g,YALI2_E01292g
YALI1_E27791g,YALI2_E01291g
YALI1_E27871g,YALI2_E01290g
YALI1_E27880g,YALI2_E00475g
YALI1_E27939g,YALI2_E01289g
YALI1_E27997g,YALI2_E01288g
YALI1_E28033g,YALI2_E01287g
YALI1_E28046g,YALI2_E00476g
YALI1_E28097g,YALI2_E01286g
YALI1_E28107g,YALI2_E00477g
YALI1_E28130g,YALI2_E01285g
YALI1_E28150g,YALI2_E01284g
YALI1_E28156g,YALI2_E00478g
YALI1_E28170g,YALI2_E00479g
YALI1_E28213g,YALI2_E01283g
YALI1_E28224g,YALI2_E00480g
YALI1_E28300g,YALI2_E01282g
YALI1_E28428g,YALI2_E00481g
YALI1_E28465g,YALI2_E01281g
YALI1_E28490g,YALI2_E01280g
YALI1_E28545g,YALI2_E01279g
YALI1_E28575g,YALI2_E01278g
YALI1_E28599g,YALI2_E00482g
YALI1_E28631g,YALI2_E01277g
YALI1_E28648g,YALI2_E00483g
YALI1_E28680g,YALI2_E00484g
YALI1_E28736g,YALI2_E00485g
YALI1_E28755g,YALI2_E00486g
YALI1_E28779g,YALI2_E01276g
YALI1_E28808g,YALI2_E01275g
YALI1_E28828g,YALI2_E00487g
YALI1_E28903g,YALI2_E00488g
YALI1_E28957g,YALI2_E01274g
YALI1_E28964g,YALI2_E00489g
YALI1_E28999g,YALI2_E01273g
YALI1_E29005g,YALI2_E00490g
YALI1_E29046g,YALI2_E01272g
YALI1_E29074g,YALI2_E01271g
YALI1_E29085g,YALI2_E00491g
YALI1_E29137g,YALI2_E01270g
YALI1_E29150g,YALI2_E00492g
YALI1_E29179g,YALI2_E01269g
YALI1_E29192g,YALI2_E01268g
YALI1_E29221g,YALI2_E01267g
YALI1_E29235g,YALI2_E00493g
YALI1_E29263g,YALI2_E00494g
YALI1_E29319g,YALI2_E01266g
YALI1_E29330g,YALI2_E00495g
YALI1_E29433g,YALI2_E01264g
YALI1_E29481g,YALI2_E01263g
YALI1_E29512g,YALI2_E00496g
YALI1_E29535g,YALI2_E01262g
YALI1_E29557g,YALI2_E00497g
YALI1_E29586g,YALI2_E01261g
YALI1_E29611g,YALI2_E01260g
YALI1_E29617g,YALI2_E00498g
YALI1_E29642g,YALI2_E01259g
YALI1_E29665g,YALI2_E01258g
YALI1_E29709g,YALI2_E01257g
YALI1_E29719g,YALI2_E00499g
YALI1_E29776g,YALI2_E01256g
YALI1_E29827g,YALI2_E01255g
YALI1_E29840g,YALI2_E00500g
