,#proteinId,kogid,kogdefline,kogClass,kogGroup,definition,catalyticActivity,pathway,pathway_class,pathway_type,ecNum,cofactors,gotermId,gotermType,goName,goAcc
52,103,['KOG2210'],['Oxysterol-binding protein'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,[5876],['biological_process'],['steroid metabolic process'],['GO:0008202']
53,105,['KOG3752'],['Ribonuclease H'],"['Replication, recombination and repair ']",['INFORMATION STORAGE AND PROCESSING'],['Ribonuclease H.'],"[""Endonucleolytic cleavage to 5'-phosphomonoester.""]",['\\N'],['\\N'],['\\N'],['3.1.26.4'],['\\N'],"[2175, 2914]","['molecular_function', 'molecular_function']","['nucleic acid binding', 'ribonuclease H activity']","['GO:0003676', 'GO:0004523']"
54,107,['KOG2381'],['Phosphatidylinositol 4-kinase'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,[9971],['molecular_function'],"['phosphotransferase activity, alcohol group as acceptor']",['GO:0016773']
55,109,,,,,,,,,,,,[3727],['molecular_function'],['protein binding'],['GO:0005515']
56,112,['KOG2544'],"['Dihydropteroate synthase/7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase/Dihydroneopterin aldolase']",['Coenzyme transport and metabolism '],['METABOLISM'],,,,,,,,"[2594, 6988, 2314, 2588, 4882, 19375]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'biological_process', 'biological_process']","['dihydropteroate synthase activity', 'folic acid and derivative biosynthetic process', '2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity', 'dihydroneopterin aldolase activity', 'folic acid and derivative metabolic process', 'cellular metabolic process']","['GO:0004156', 'GO:0009396', 'GO:0003848', 'GO:0004150', 'GO:0006760', 'GO:0044237']"
57,113,['KOG3177'],['Oligoketide cyclase/lipid transport protein'],['Lipid transport and metabolism '],['METABOLISM'],,,,,,,,,,,
58,115,,,,,,,,,,,,"[4639, 5909, 5830, 10008, 9985, 21401]","['biological_process', 'molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function']","['proteolysis', 'metallopeptidase activity', 'metabolic process', 'hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines', 'hydrolase activity', 'protein dimerization activity']","['GO:0006508', 'GO:0008237', 'GO:0008152', 'GO:0016813', 'GO:0016787', 'GO:0046983']"
59,118,['KOG3010'],['Methyltransferase'],['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,"[5830, 5846]","['biological_process', 'molecular_function']","['metabolic process', 'methyltransferase activity']","['GO:0008152', 'GO:0008168']"
60,119,"['KOG0643', 'KOG0643']","['Translation initiation factor 3, subunit i (eIF-3i)/TGF-beta receptor-interacting protein (TRIP-1)', 'Translation initiation factor 3, subunit i (eIF-3i)/TGF-beta receptor-interacting protein (TRIP-1)']","['Translation, ribosomal structure and biogenesis ', 'Signal transduction mechanisms ']","['INFORMATION STORAGE AND PROCESSING', 'CELLULAR PROCESSES AND SIGNALING']",,,,,,,,,,,
61,120,['KOG2878'],['Predicted kinase'],['General function prediction only '],['POORLY CHARACTERIZED'],"['Glycerate kinase.', 'Glycerate kinase.', 'Glycerate kinase.']","['ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.', 'ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.', 'ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.']","['Glyoxylate and dicarboxylate metabolism', 'Glycine, serine and threonine metabolism', 'Glycerolipid metabolism']","['Carbohydrate Metabolism', 'Amino Acid Metabolism', 'Metabolism of Complex Lipids']","['METABOLIC', 'METABOLIC', 'METABOLIC']","['2.7.1.31', '2.7.1.31', '2.7.1.31']","['\\N', '\\N', '\\N']","[3736, 5830, 9573, 6503]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function']","['ATP binding', 'metabolic process', 'kinase activity', 'glycerate kinase activity']","['GO:0005524', 'GO:0008152', 'GO:0016301', 'GO:0008887']"
62,122,['KOG4756'],['Mitochondrial ribosomal protein L27'],"['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,,,,
63,123,['KOG3493'],['Ubiquitin-like protein'],"['Posttranslational modification, protein turnover, chaperones ']",['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,[4598],['biological_process'],['protein modification process'],['GO:0006464']
64,125,['KOG1671'],"['Ubiquinol cytochrome c reductase, subunit RIP1']",['Energy production and conversion '],['METABOLISM'],['Ubiquinol--cytochrome c reductase.'],['QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.'],['Oxidative phosphorylation'],['Energy Metabolism'],['METABOLIC'],['1.10.2.2'],['\\N'],"[4283, 5803]","['biological_process', 'molecular_function']","['electron transport', 'ubiquinol-cytochrome-c reductase activity']","['GO:0006118', 'GO:0008121']"
65,126,['KOG1657'],"['CCAAT-binding factor, subunit C (HAP5)']",['Transcription '],['INFORMATION STORAGE AND PROCESSING'],"['DNA-directed DNA polymerase.', 'DNA-directed DNA polymerase.', 'DNA-directed DNA polymerase.']","['N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).', 'N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).', 'N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).']","['Purine metabolism', '  DNA polymerase', 'Pyrimidine metabolism']","['Nucleotide Metabolism', 'REPLICATION AND REPAIR', 'Nucleotide Metabolism']","['METABOLIC', 'REGULATORY', 'METABOLIC']","['2.7.7.7', '2.7.7.7', '2.7.7.7']","['\\N', '\\N', '\\N']","[3827, 19030, 2176, 2353, 16887]","['cellular_component', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['intracellular', 'sequence-specific DNA binding', 'DNA binding', 'DNA-directed DNA polymerase activity', 'DNA polymerase activity']","['GO:0005622', 'GO:0043565', 'GO:0003677', 'GO:0003887', 'GO:0034061']"
66,127,['KOG0475'],['Cl- channel CLC-3 and related proteins (CLC superfamily)'],['Inorganic ion transport and metabolism '],['METABOLISM'],,,,,,,,"[3572, 4937, 9320, 3547]","['molecular_function', 'biological_process', 'cellular_component', 'molecular_function']","['voltage-gated chloride channel activity', 'chloride transport', 'membrane', 'ion channel activity']","['GO:0005247', 'GO:0006821', 'GO:0016020', 'GO:0005216']"
67,128,['KOG0118'],['FOG: RRM domain'],['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,[2175],['molecular_function'],['nucleic acid binding'],['GO:0003676']
68,129,['KOG1750'],['Mitochondrial/chloroplast ribosomal protein S12'],"['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,"[2227, 4556, 9241, 3827, 4025]","['molecular_function', 'biological_process', 'cellular_component', 'cellular_component', 'cellular_component']","['structural constituent of ribosome', 'translation', 'small ribosomal subunit', 'intracellular', 'ribosome']","['GO:0003735', 'GO:0006412', 'GO:0015935', 'GO:0005622', 'GO:0005840']"
69,130,['KOG2826'],"['Actin-related protein Arp2/3 complex, subunit ARPC2']",['Cytoskeleton '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[4037, 13683]","['cellular_component', 'biological_process']","['cytoskeleton', 'regulation of actin filament polymerization']","['GO:0005856', 'GO:0030833']"
70,132,['KOG2533'],['Permease of the major facilitator superfamily'],['Carbohydrate transport and metabolism '],['METABOLISM'],,,,,,,,,,,
71,133,['KOG0860'],['Synaptobrevin/VAMP-like protein'],"['Intracellular trafficking, secretion, and vesicular transport ']",['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[9321, 9480]","['cellular_component', 'biological_process']","['integral to membrane', 'vesicle-mediated transport']","['GO:0016021', 'GO:0016192']"
72,135,['KOG1289'],['Amino acid transporters'],['Amino acid transport and metabolism '],['METABOLISM'],,,,,,,,"[4977, 8535, 9320]","['biological_process', 'molecular_function', 'cellular_component']","['amino acid transport', 'amino acid transmembrane transporter activity', 'membrane']","['GO:0006865', 'GO:0015171', 'GO:0016020']"
73,137,,,,,,,,,,,,[3727],['molecular_function'],['protein binding'],['GO:0005515']
74,140,['KOG0375'],"['Serine-threonine phosphatase 2B, catalytic subunit']",['General function prediction only '],['POORLY CHARACTERIZED'],['Serine/threonine specific protein phosphatase.'],['A phosphoprotein + H(2)O = a protein + phosphate.'],['\\N'],['\\N'],['\\N'],['3.1.3.16'],['\\N'],"[9985, 3087, 3089, 3090, 4132, 6080, 6240, 10186, 10187, 10190]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'cellular_component', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'cellular_component']","['hydrolase activity', 'phosphoprotein phosphatase activity', 'calcium-dependent protein serine/threonine phosphatase activity', 'magnesium-dependent protein serine/threonine phosphatase activity', 'magnesium-dependent protein serine/threonine phosphatase complex', 'CTD phosphatase activity', 'calcium-dependent protein serine/threonine phosphatase regulator activity', 'myosin phosphatase activity', 'myosin phosphatase regulator activity', 'myosin phosphatase complex']","['GO:0016787', 'GO:0004721', 'GO:0004723', 'GO:0004724', 'GO:0005963', 'GO:0008420', 'GO:0008597', 'GO:0017018', 'GO:0017020', 'GO:0017023']"
75,143,['KOG2273'],"['Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins']","['Intracellular trafficking, secretion, and vesicular transport ']",['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[3727, 5239, 17271]","['molecular_function', 'biological_process', 'molecular_function']","['protein binding', 'cell communication', 'phosphoinositide binding']","['GO:0005515', 'GO:0007154', 'GO:0035091']"
76,144,['KOG0127'],['Nucleolar protein fibrillarin NOP77 (RRM superfamily)'],['RNA processing and modification  '],['INFORMATION STORAGE AND PROCESSING'],,,,,,,,[2175],['molecular_function'],['nucleic acid binding'],['GO:0003676']
77,146,['KOG2280'],['Vacuolar assembly/sorting protein VPS16'],"['Intracellular trafficking, secretion, and vesicular transport ']",['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[3930, 4994]","['cellular_component', 'biological_process']","['cytoplasm', 'intracellular protein transport']","['GO:0005737', 'GO:0006886']"
78,147,['KOG3473'],"['RNA polymerase II transcription elongation factor Elongin/SIII, subunit elongin C']",['Transcription '],['INFORMATION STORAGE AND PROCESSING'],,,,,,,,"[4642, 3727]","['biological_process', 'molecular_function']","['ubiquitin-dependent protein catabolic process', 'protein binding']","['GO:0006511', 'GO:0005515']"
79,155,['KOG0017'],"['FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations']",['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,"[2175, 5939]","['molecular_function', 'molecular_function']","['nucleic acid binding', 'zinc ion binding']","['GO:0003676', 'GO:0008270']"
80,156,['KOG4210'],['Nuclear localization sequence binding protein'],['Transcription '],['INFORMATION STORAGE AND PROCESSING'],,,,,,,,[2175],['molecular_function'],['nucleic acid binding'],['GO:0003676']
81,158,['KOG0466'],"['Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)']","['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],['Histone-lysine N-methyltransferase.'],['S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine.'],['Lysine degradation'],['Amino Acid Metabolism'],['METABOLIC'],['2.1.1.43'],['\\N'],"[2378, 3737, 10375]","['molecular_function', 'molecular_function', 'molecular_function']","['GTPase activity', 'GTP binding', 'histone-lysine N-methyltransferase activity']","['GO:0003924', 'GO:0005525', 'GO:0018024']"
82,159,['KOG0069'],['Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily)'],['Energy production and conversion '],['METABOLISM'],,,,,,,,,,,
83,160,['KOG2747'],['Histone acetyltransferase (MYST family)'],['Chromatin structure and dynamics '],['INFORMATION STORAGE AND PROCESSING'],['Histone acetyltransferase.'],['Acetyl-CoA + histone = CoA + acetyl-histone.'],['\\N'],['\\N'],['\\N'],['2.3.1.48'],['\\N'],[2802],['molecular_function'],['histone acetyltransferase activity'],['GO:0004402']
84,161,"['KOG4121', 'KOG4121']","['Nuclear pore complex, Nup133 component (sc Nup133)', 'Nuclear pore complex, Nup133 component (sc Nup133)']","['Intracellular trafficking, secretion, and vesicular transport ', 'Nuclear structure ']","['CELLULAR PROCESSES AND SIGNALING', 'CELLULAR PROCESSES AND SIGNALING']",,,,,,,,"[3846, 5019, 23917]","['cellular_component', 'biological_process', 'biological_process']","['nuclear pore', 'nucleocytoplasmic transport', 'RNA transport']","['GO:0005643', 'GO:0006913', 'GO:0050658']"
85,162,['KOG3031'],['Protein required for biogenesis of the ribosomal 60S subunit'],"['Translation, ribosomal structure and biogenesis ']",['INFORMATION STORAGE AND PROCESSING'],,,,,,,,,,,
86,164,['KOG0987'],['DNA helicase PIF1/RRM3'],"['Cell cycle control, cell division, chromosome partitioning ']",['METABOLISM'],,,,,,,,"[162, 10269]","['molecular_function', 'molecular_function']","['nucleotide binding', 'nucleoside-triphosphatase activity']","['GO:0000166', 'GO:0017111']"
87,165,['KOG2262'],['Sexual differentiation process protein ISP4'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,,,,
88,167,,,,,,,,,,,,[3727],['molecular_function'],['protein binding'],['GO:0005515']
89,171,['KOG1801'],['tRNA-splicing endonuclease positive effector (SEN1)'],['RNA processing and modification  '],['INFORMATION STORAGE AND PROCESSING'],['Acting on acid anhydrides; involved in cellular and'],['\\N'],['\\N'],['\\N'],['\\N'],['3.6.4.-'],['\\N'],,,,
90,173,,,,,,,,,,,,"[4925, 9773]","['biological_process', 'molecular_function']","['regulation of nitrogen utilization', 'transcription repressor activity']","['GO:0006808', 'GO:0016564']"
91,174,['KOG3786'],['RNA polymerase II assessory factor Cdc73p'],['Transcription '],['INFORMATION STORAGE AND PROCESSING'],,,,,,,,,,,
92,175,['KOG0092'],['GTPase Rab5/YPT51 and related small G protein superfamily GTPases'],"['Intracellular trafficking, secretion, and vesicular transport ']",['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[3737, 5344, 2378, 3727, 4994, 5019, 5250, 3827, 8400]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'biological_process', 'biological_process', 'biological_process', 'cellular_component', 'biological_process']","['GTP binding', 'small GTPase mediated signal transduction', 'GTPase activity', 'protein binding', 'intracellular protein transport', 'nucleocytoplasmic transport', 'signal transduction', 'intracellular', 'protein transport']","['GO:0005525', 'GO:0007264', 'GO:0003924', 'GO:0005515', 'GO:0006886', 'GO:0006913', 'GO:0007165', 'GO:0005622', 'GO:0015031']"
93,179,,,,,,,,,,,,[2175],['molecular_function'],['nucleic acid binding'],['GO:0003676']
94,184,['KOG0772'],"['Uncharacterized conserved protein, contains WD40 repeat']",['Function unknown '],['POORLY CHARACTERIZED'],,,,,,,,,,,
95,185,['KOG2839'],['Diadenosine and diphosphoinositol polyphosphate phosphohydrolase'],['Signal transduction mechanisms '],['CELLULAR PROCESSES AND SIGNALING'],,,,,,,,"[9985, 6142]","['molecular_function', 'molecular_function']","['hydrolase activity', 'diphosphoinositol-polyphosphate diphosphatase activity']","['GO:0016787', 'GO:0008486']"
96,186,['KOG0610'],['Putative serine/threonine protein kinase'],['General function prediction only '],['POORLY CHARACTERIZED'],,,,,,,,"[3043, 3736, 4602, 3045, 3046, 3047, 3048, 3049, 3050, 3051, 3057, 3061, 3062, 3063, 3065, 3067, 3068, 3070, 3071, 3072, 3074, 3076, 3077, 3084, 6004, 6005, 6015, 6196, 10102, 10103, 11472, 12154, 17037]","['molecular_function', 'molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['protein kinase activity', 'ATP binding', 'protein amino acid phosphorylation', 'protein serine/threonine kinase activity', 'transmembrane receptor protein serine/threonine kinase activity', '3-phosphoinositide-dependent protein kinase activity', 'DNA-dependent protein kinase activity', 'AMP-activated protein kinase activity', 'casein kinase activity', 'casein kinase I activity', 'cyclic nucleotide-dependent protein kinase activity', 'eukaryotic translation initiation factor 2alpha kinase activity', 'galactosyltransferase-associated kinase activity', 'glycogen synthase kinase 3 activity', 'calcium-dependent protein kinase C activity', 'atypical protein kinase C activity', 'receptor signaling protein serine/threonine kinase activity', 'NF-kappaB-inducing kinase activity', 'JUN kinase activity', 'JUN kinase kinase kinase activity', 'MAP kinase kinase activity', 'MAP/ERK kinase kinase activity', 'ribosomal protein S6 kinase activity', 'Janus kinase activity', 'MAP kinase 1 activity', 'MP kinase activity', 'MAP kinase kinase kinase kinase activity', 'JUN kinase kinase activity', 'MAP kinase 2 activity', 'SAP kinase activity', 'transmembrane receptor protein kinase activity', 'cyclin-dependent protein kinase activating kinase activity', 'GTP-dependent protein kinase activity']","['GO:0004672', 'GO:0005524', 'GO:0006468', 'GO:0004674', 'GO:0004675', 'GO:0004676', 'GO:0004677', 'GO:0004679', 'GO:0004680', 'GO:0004681', 'GO:0004690', 'GO:0004694', 'GO:0004695', 'GO:0004696', 'GO:0004698', 'GO:0004700', 'GO:0004702', 'GO:0004704', 'GO:0004705', 'GO:0004706', 'GO:0004708', 'GO:0004710', 'GO:0004711', 'GO:0004718', 'GO:0008338', 'GO:0008339', 'GO:0008349', 'GO:0008545', 'GO:0016908', 'GO:0016909', 'GO:0019199', 'GO:0019912', 'GO:0034211']"
97,190,,,,,,,,,,,,"[222, 663, 4002]","['biological_process', 'cellular_component', 'cellular_component']","['microtubule cytoskeleton organization and biogenesis', 'spindle pole', 'microtubule organizing center']","['GO:0000226', 'GO:0000922', 'GO:0005815']"
